pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_dens
5.3,26.4,899.0,4.417965,0.17732759257642217
11.02963701,565.7345645,1170.0,3.8212867,0.4216276209692524
8.29464572,82.63538582,690.0,3.936551,0.14480132486616296
12.80065596,69.28659273,1657.0,3.3462406,0.03303334315186336
13.08088048,311.4718389,1534.0,3.246075,0.13915789616428303
12.59889431,324.1849751,801.0,9.088516,0.16210469174940767
11.32107051,222.4798849,750.0,2.154849,0.15333039883249397
12.0,85.3,759.0,3.438753,0.04936342592592592
5.14,14.95,582.0,4.6747373,0.11009100483292886
18.49481816,330.5415433,1646.0,2.8989727,0.05224874380474415
13.13692538,352.7895318,1633.0,3.2443141,0.1556089208298593
10.87271128,187.5187601,1178.0,11.88865,0.14589189172824235
13.59649359,171.6273398,1544.0,2.04360352,0.06828191682118655
11.67975789,99.7981198,1445.0,4.123596,0.06263554175616663
6.43,32.59,441.0,4.5445828,0.1225889828720622
15.27784069,260.6192937,1531.0,4.33454,0.07308371783135653
14.28024141,129.0383332,1512.0,3.4936264,0.044311055649012235
12.31866979,1233.174219,1198.0,7.433234,0.659679510509757
12.27383387,55.61997123,1295.0,6.607662,0.030080845415241034
14.4595851,187.5187601,1621.0,3.6089254,0.0620264931803844
7.9,44.0,563.0,4.353326,0.0892424331543752
3.02,11.0,1441.0,1.348335,0.39936670606116675
5.93,20.31,907.0,5.414654,0.09739705904137307
6.18,38.15,650.0,14.70886,0.16163265881631037
1.32,2.08,584.0,3.307441,0.9043604084926399
2.08,6.57,368.0,13.175682,0.7300882595584888
13.04725353,232.0147371,1458.0,3.1774835,0.10446198320875912
1.362,13.71,1241.0,4.040295,5.426329130281644
2.328,9.72,931.0,9.573083,0.7704018854507586
12.28504285,731.0053361,605.1,56.39879,0.39426708350130685
13.57407563,457.6729061,1570.0,3.8016122,0.18298875800478542
13.30506009,136.666215,1074.0,4.0664428,0.05802439832264732
16.11851425,365.5026681,1669.0,4.6174141,0.08728015905344964
13.67495645,788.2144494,725.0,3.5819194,0.30822405960424765
2.64,6.7,922.0,5.197576,0.3641355010156663
5.09,14.1,635.0,16.067541,0.10692167795237617
10.68215861,165.2707716,1642.0,3.4913885,0.135587292419831
1.28,3.07,1862.0,0.490047,1.4638900756835935
3.29,9.9,633.0,12.46103,0.27800173141724804
16.81347105,143.0227832,944.2,2.9223,0.03009075493873007
15.10970598,304.1617855,944.2,4.378081,0.08817320120184251
16.69017226,353.743017,944.2,3.25352,0.07608611656551456
11.2089807,95.3485221,904.0,30.08364,0.06770419858847365
2.52,5.4,435.0,7.44628,0.33743656192635785
13.26022417,252.3557552,1395.0,2.8807198,0.10823322904497036
14.01122587,1872.009317,427.0,101.94054,0.6805806593092854
14.60530185,397.2855088,1639.0,3.9540709,0.12751788857671253
11.09689089,1197.323175,944.2,82.97213,0.8762084579468989
12.17,637.0,705.0,15.266446,0.3534009378083626
11.85910158,473.5643264,944.2,9.95581,0.28393806108774844
10.53644186,168.4490557,944.2,31.034,0.14400801215099673
6.8,959.8417891,347.0,82.6869,3.052621199814269
9.42,2946.269333,191.0,482.8191,3.5246803466984558
11.67975789,4096.808166,1677.0,7.24599,2.571248831769047
3.2,123.0,944.2,271.9445,3.753662109374999
