pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HIP 9618 c,HIP 9618,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,52.56363,0.00016,-0.00016,0,0.269,0.005,-0.005,0,3.42855926,0.0971864,-0.08596176,0,0.3058761,0.0086704,-0.00766901,0,7,,,1,0.02202446,,,1,Mass,0,,,0,,,,,470.31,8.03,-7.6,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5649,75,-71,0,0.9593,0.0173,-0.0163,0,0.942,0.0335,-0.0325,0,-0.018,0.059,-0.058,0,[Fe/H],4.445,0.025,-0.024,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h03m37.20s,30.9050061,+21d16m52.78s,21.2813274,67.5478,0.1566,-0.1559,9.2,0.03,-0.03,7.559,0.021,-0.021,9.02543,0.000272,-0.000272,7/22/2024,2024-06,7/22/2024
HIP 97166 b,HIP 97166,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.288914,0.0000064,-0.0000064,0,0.091,0.002,-0.002,0,2.4801338,0.07271432,-0.05203142,0,0.2212631,0.00648715,-0.00464194,0,19.1,1.6,-1.5,0,0.06009532,0.00503416,-0.00471953,0,Mass,0.29,0.072,-0.072,0,,,,,701.66,8.91,-8.53,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5216,52,-52,0,0.8418,0.0123,-0.0102,0,0.9342,0.0158,-0.0184,0,0.248,0.081,-0.051,0,[Fe/H],4.557,0.009,-0.013,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501,0.1014,-0.1012,9.92,0.03,-0.03,7.923,0.02,-0.02,9.68443,0.000389,-0.000389,7/23/2024,2024-06,7/23/2024
HR 858 b,HR 858,1,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,3.585287,0.000009,-0.000012,0,0.04888,0.00066,-0.00066,0,2.004,0.045,-0.047,0,0.17878521,0.00401464,-0.00419307,0,3.55,0.94,-0.96,0,0.01116955,0.00295757,-0.0030205,0,Mass,0,,,0,,,,,1552,22,-23,0,1,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,,6354,70,-70,0,1.258,0.019,-0.019,0,1.204,0.052,-0.052,0,0.025,0.05,-0.05,0,[Fe/H],4.3,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.964,0.0722,-0.072,6.38,0.03,-0.03,5.149,0.02,-0.02,6.25276,0.0004263,-0.0004263,3/3/2025,2025-01,3/3/2025
HR 858 c,HR 858,1,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,5.973865,0.000015,-0.000016,0,0.0687,0.00092,-0.00092,0,1.979,0.054,-0.051,0,0.17655486,0.00481757,-0.00454992,0,3.8,,,1,0.01195614,,,1,Mass,0,,,0,,,,,1309,19,-19,0,1,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,,6354,70,-70,0,1.258,0.019,-0.019,0,1.204,0.052,-0.052,0,0.025,0.05,-0.05,0,[Fe/H],4.3,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.964,0.0722,-0.072,6.38,0.03,-0.03,5.149,0.02,-0.02,6.25276,0.0004263,-0.0004263,3/3/2025,2025-01,3/3/2025
HR 858 d,HR 858,1,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,11.230511,0.000043,-0.000045,0,0.1046,0.0014,-0.0014,0,2.001,0.063,-0.064,0,0.17851757,0.00562049,-0.00570971,0,7.1,1.6,-1.6,0,0.0223391,0.00503416,-0.00503416,0,Mass,0,,,0,,,,,1061,15,-16,0,0,<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>,,6354,70,-70,0,1.258,0.019,-0.019,0,1.204,0.052,-0.052,0,0.025,0.05,-0.05,0,[Fe/H],4.3,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.964,0.0722,-0.072,6.38,0.03,-0.03,5.149,0.02,-0.02,6.25276,0.0004263,-0.0004263,3/3/2025,2025-01,3/3/2025
IRAS 04125+2902 b,IRAS 04125+2902,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024Natur.635..574B/abstract target=ref>Barber et al. 2024</a>,8.834978,0.000028,-0.000028,0,0.077,0.0069,-0.01,0,10.73820351,0.86309151,-0.84067355,0,0.958,0.077,-0.075,0,,,,,,,,,,,,,,,,,,854,59,-32,0,0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024Natur.635..574B/abstract target=ref>Barber et al. 2024</a>,,4080,95,-95,0,1.45,0.1,-0.1,0,0.7,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h15m42.80s,63.9283394,+29d09m59.55s,29.166542,159.244,1.711,-1.675,15.642,0.206,-0.206,9.376,0.028,-0.028,13.991,0.001786,-0.001786,12/10/2024,2024-11,12/10/2024
L 168-9 b,L 168-9,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,1.40152604,0.00000074,-0.00000082,0,0.0208,0.0006,-0.0006,0,1.63,0.14,-0.14,0,0.14541911,0.01248998,-0.01248998,0,4.07,0.45,-0.45,0,0.01280565,0.00141586,-0.00141586,0,Mass,0,,,0,,,,,998,39,-39,0,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,M0.5 V,3842,32,-32,0,0.604,0.037,-0.037,0,0.614,0.055,-0.055,0,-0.03,0.03,-0.03,0,[Fe/H],4.84,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m06.86s,350.0285917,-60d03m56.63s,-60.0657292,25.1496,0.0239,-0.0239,11.005,0.018,-0.018,7.082,0.031,-0.031,10.2316,0.000839,-0.000839,8/30/2024,2024-06,8/30/2024
L 98-59 b,L 98-59,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,2.253114,0.0000004,-0.0000004,0,0.0223,0.0007,-0.0007,0,0.837,0.019,-0.019,0,0.07467227,0.00169507,-0.00169507,0,0.46,0.11,-0.11,0,0.00144732,0.0003461,-0.0003461,0,Mass,0.031,0.017,-0.016,0,24.5,2.5,-2.5,0,620,13,-13,0,0,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,M3 V,3415,60,-60,0,0.3155,0.0062,-0.0062,0,0.2923,0.0067,-0.0067,0,-0.46,0.26,-0.26,0,[Fe/H],4.91,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,7/29/2025,2025-07,7/29/2025
L 98-59 c,L 98-59,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,3.6906764,0.0000004,-0.0000004,0,0.0309,0.001,-0.001,0,1.329,0.029,-0.029,0,0.11856564,0.00258721,-0.00258721,0,2,0.13,-0.13,0,0.0062927,0.00040903,-0.00040903,0,Mass,0.002,0.002,-0.001,0,12.7,1.3,-1.3,0,526,11,-11,0,1,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,M3 V,3415,60,-60,0,0.3155,0.0062,-0.0062,0,0.2923,0.0067,-0.0067,0,-0.46,0.26,-0.26,0,[Fe/H],4.91,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,7/29/2025,2025-07,7/29/2025
L 98-59 d,L 98-59,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,7.450729,0.000002,-0.000002,0,0.0494,0.0016,-0.0016,0,1.627,0.041,-0.041,0,0.14515147,0.00365778,-0.00365778,0,1.64,0.07,-0.07,0,0.00516002,0.00022024,-0.00022024,0,Mass,0.006,0.007,-0.004,0,4.97,0.52,-0.52,0,416,9,-9,0,1,<a refstr=CADIEUX_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250709343C/abstract target=ref>Cadieux et al. 2025</a>,M3 V,3415,60,-60,0,0.3155,0.0062,-0.0062,0,0.2923,0.0067,-0.0067,0,-0.46,0.26,-0.26,0,[Fe/H],4.91,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,7/29/2025,2025-07,7/29/2025
LHS 1478 b,LHS 1478,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,1.9495378,0.000004,-0.0000041,0,0.01848,0.00061,-0.00063,0,1.242,0.051,-0.049,0,0.11080401,0.00454992,-0.00437149,0,2.33,0.2,-0.2,0,0.007331,0.00062927,-0.00062927,0,Mass,,,,,,,,,595,10,-10,0,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,m3 V,3381,54,-54,0,0.246,0.008,-0.008,0,0.236,0.012,-0.012,0,-0.13,0.19,-0.19,0,[Fe/H],4.87,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.2276,0.011,-0.011,13.304,0.04,-0.04,8.767,0.022,-0.022,12.2598,0.000277,-0.000277,4/23/2021,2021-05,4/23/2021
LHS 1678 b,LHS 1678,1,2,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,0.8602325,0.0000013,-0.0000011,0,0.01239,0.00056,-0.00057,0,0.685,0.037,-0.035,0,0.06111171,0.00330092,-0.0031225,0,,,,,,,,,,0.033,0.035,-0.023,0,94.3,9.1,-8.1,0,,,,,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,19.8782,0.0094,-0.0094,12.6,0.2,-0.2,8.264,0.029,-0.029,11.5403,0.000509,-0.000509,3/25/2024,2024-02,3/25/2024
LHS 1678 c,LHS 1678,1,2,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,3.694284,0.0000048,-0.0000044,0,0.0327,0.0015,-0.0015,0,0.941,0.051,-0.05,0,0.08395054,0.00454992,-0.00446071,0,,,,,,,,,,0.039,0.04,-0.025,0,13.5,1.3,-1.2,0,,,,,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,19.8782,0.0094,-0.0094,12.6,0.2,-0.2,8.264,0.029,-0.029,11.5403,0.000509,-0.000509,3/25/2024,2024-02,3/25/2024
LHS 1678 d,LHS 1678,1,2,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,4.9652229,0.0000096,-0.0000075,0,0.04,0.0018,-0.0017,0,0.981,0.07,-0.072,0,0.08751911,0.00624499,-0.00642342,0,,,,,,,,,,0.036,0.06,-0.027,0,9.1,0.9,-0.8,0,,,,,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,19.8782,0.0094,-0.0094,12.6,0.2,-0.2,8.264,0.029,-0.029,11.5403,0.000509,-0.000509,3/25/2024,2024-02,3/25/2024
LHS 1815 b,LHS 1815,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,3.814334,0.000084,-0.000084,0,,,,,1.088,0.064,-0.064,0,0.09706503,0.00570971,-0.00570971,0,1.58,0.64,-0.6,0,0.00497124,0.00201367,-0.00188781,0,Mass,0,,,0,,,,,,,,,0,<a refstr=GAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..160G/abstract target=ref>Gan et al. 2020</a>,M1,3643,142,-142,0,0.501,0.03,-0.03,0,0.502,0.015,-0.015,0,-0.12,0.09,-0.09,0,[Fe/H],4.77,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.60s,91.0899861,-55d18m41.54s,-55.3115376,29.8424,0.0239,-0.0239,12.167,0.047,-0.047,7.993,0.02,-0.02,11.2362,0.000708,-0.000708,7/10/2023,2022-09,7/10/2023
LHS 3844 b,LHS 3844,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VANDERSPEK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...871L..24V/abstract target=ref>Vanderspek et al. 2019</a>,0.46292913,0.0000019,-0.0000019,0,0.00622,0.00017,-0.00017,0,1.303,0.022,-0.022,0,0.11624587,0.00196271,-0.00196271,0,,,,,,,,,,,,,,70.1,0.5,-0.5,0,805,20,-20,0,0,<a refstr=VANDERSPEK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...871L..24V/abstract target=ref>Vanderspek et al. 2019</a>,M5,3036,77,-77,0,0.189,0.006,-0.006,0,0.151,0.014,-0.014,0,,,,,,5.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h41m59.09s,340.4962038,-69d10m19.59s,-69.1721081,14.8846,0.0113,-0.0113,15.24,0.032,-0.032,9.145001,0.023,-0.023,13.3925,0.000738,-0.000738,1/22/2019,2019-02,1/24/2019
LHS 475 b,LHS 475,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUSTIG_YAEGER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs.tmp..179L/abstract target=ref>Lustig-Yaeger et al. 2023</a>,2.029088,0.000006,-0.000006,0,,,,,0.991,0.05,-0.05,0,0.08841125,0.00446071,-0.00446071,0,,,,,,,,,,,,,,,,,,586,12,-12,0,0,<a refstr=LUSTIG_YAEGER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs.tmp..179L/abstract target=ref>Lustig-Yaeger et al. 2023</a>,M3.5 V,3300,80,-30,0,0.2789,0.0014,-0.0014,0,0.262,,,0,,,,,,5,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m57.11s,290.2379403,-82d33m35.24s,-82.5597883,12.4814,0.0065,-0.0065,13,0.2,-0.2,7.686,0.042,-0.042,11.4174,0.000616,-0.000616,9/19/2023,2023-08,9/19/2023
LP 714-47 b,LP 714-47,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A.127D/abstract target=ref>Dreizler et al. 2020</a>,4.052037,0.000004,-0.000004,0,0.0417,0.0005,-0.0005,0,4.7,0.3,-0.3,0,0.41930591,0.02676421,-0.02676421,0,30.8,1.5,-1.5,0,0.09690715,0.0047195,-0.0047195,0,Mass,0.04,0.02,-0.02,0,,,,,700,19,-24,0,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A.127D/abstract target=ref>Dreizler et al. 2020</a>,M0.0 V,3950,51,-51,0,0.584,0.016,-0.016,0,0.59,0.02,-0.02,0,0.41,0.16,-0.16,0,[Fe/H],4.64,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m45.65s,64.1902212,-12d05m05.51s,-12.0848643,52.616,0.11525,-0.11525,12.492,0.038,-0.038,8.626,0.025,-0.025,11.7282,0.000381,-0.000381,12/10/2020,2020-12,12/17/2020
LP 791-18 b,LP 791-18,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,0.9479981,0.0000021,-0.0000021,0,0.00978,0.00012,-0.00012,0,1.212,0.059,-0.058,0,0.10812758,0.00526364,-0.00517442,0,,,,,,,,,,,,,,24.14,0.61,-0.57,0,564.3,3.5,-3.4,0,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,M(6.1 +/- 0.7) V,2960,55,-55,0,0.182,0.007,-0.007,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,[Fe/H],5.115,0.094,-0.094,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927,0.064,-0.0638,16.91,0.2,-0.2,10.644,0.023,-0.023,15.0715,0.001324,-0.001324,5/14/2023,2023-05,5/14/2023
LP 791-18 c,LP 791-18,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,4.9899093,0.0000074,-0.0000072,0,0.02961,0.00035,-0.00036,0,2.438,0.096,-0.096,0,0.21750417,0.00856456,-0.00856456,0,7.1,0.7,-0.7,0,0.0223391,0.00220245,-0.00220245,0,Mass,0.00008,0.00004,-0.00004,0,2.637,0.066,-0.062,0,324.4,2,-1.9,0,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,M(6.1 +/- 0.7) V,2960,55,-55,0,0.182,0.007,-0.007,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,[Fe/H],5.115,0.094,-0.094,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927,0.064,-0.0638,16.91,0.2,-0.2,10.644,0.023,-0.023,15.0715,0.001324,-0.001324,5/14/2023,2023-05,5/14/2023
LP 890-9 b,LP 890-9,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,2.7299025,0.0000034,-0.000004,0,0.01875,0.0001,-0.0001,0,1.32,0.053,-0.027,0,0.11776272,0.00472835,-0.00240878,0,13.2,,,1,0.04153184,,,1,Mass,,,,,4.09,0.12,-0.12,0,396,3,-3,0,0,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,M6 V,2850,75,-75,0,0.1556,0.0086,-0.0086,0,0.118,0.002,-0.002,0,-0.028,0.089,-0.089,0,[Fe/H],5.126,0.05,-0.047,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m31.42s,64.1309096,-28d18m56.85s,-28.3157909,32.4298,0.0702,-0.0699,18,0.2,-0.2,11.344,0.023,-0.023,15.8213,0.000763,-0.000763,9/14/2022,2022-09,9/14/2022
LTT 1445 A b,LTT 1445 A,1,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>,5.3587635,0.0000044,-0.0000045,0,0.0381,0.00067,-0.0007,0,1.34,0.11,-0.06,0,0.119547,0.00981356,-0.00535285,0,2.73,0.25,-0.23,0,0.00858954,0.00078659,-0.00072366,0,Mass,,,,,5.7,1.3,-1.1,0,431,23,-23,0,0,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>,,,,,,0.271,0.019,-0.01,0,0.257,0.014,-0.014,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,0.003805,-0.003805,10.59,0.046,-0.046,6.496,0.021,-0.021,10.0469,0.001234,-0.001234,7/22/2024,2023-10,7/22/2024
