pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2570 b,TOI-2570,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.9887615,0.0000022,-0.0000022,0,0.04145,0.00081,-0.00086,0,13.64132951,0.39231432,-0.38110534,0,1.217,0.035,-0.034,0,260.6192937,20.02318964,-20.65884645,0,0.82,0.063,-0.065,0,Mass,0,0.048,-0.052,0,699,48,-44,0,1431,24,-23,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5771,89,-87,0,1.095,0.026,-0.025,0,1.063,0.063,-0.065,0,0.191,0.083,-0.083,0,[Fe/H],4.385,0.03,-0.031,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h48m45.13s,87.1880397,+32d05m02.56s,32.0840435,361.857,6.349,-6.138,12.569,0.057,-0.057,10.905,0.02,-0.02,12.4599,0.000239,-0.000239,8/29/2022,2022-08,8/29/2022
TOI-2580 b,TOI-2580,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,3.39775,0.000002,-0.000002,0,0.048,0.003,-0.003,0,17.37392009,0.56044903,-0.56044903,0,1.55,0.05,-0.05,0,200.2318964,25.42627256,-25.42627256,0,0.63,0.08,-0.08,0,Mass,0.08,0.04,-0.04,0,1730,130,-130,0,2410,60,-60,0,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,F,6120,30,-30,0,1.81,0.06,-0.06,0,1.33,0.08,-0.08,0,0.26,0.06,-0.06,0,[Fe/H],4.15,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h08m47.81s,62.1992072,+67d06m59.50s,67.1165264,379.253,4.571,-4.465,11.419,0.012,-0.012,9.877,0.02,-0.02,11.2548,0.000535,-0.000535,1/22/2025,2024-12,1/22/2025
TOI-2583 A b,TOI-2583 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.5207265,0.0000049,-0.0000049,0,0.0571,0.001,-0.0013,0,14.4595851,0.44835923,-0.36989636,0,1.29,0.04,-0.033,0,79.45710175,18.43404761,-17.79839079,0,0.25,0.058,-0.056,0,Mass,0,,,0,750.9,39.7,-32.3,0,1456,19,-16,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5936,65,-68,0,1.477,0.036,-0.032,0,1.215,0.063,-0.082,0,0.158,0.084,-0.085,0,[Fe/H],4.184,0.028,-0.035,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h09m04.09s,272.2670293,+45d20m12.84s,45.3368996,566.189,6.47,-6.328,12.586,0.15,-0.15,11.245,,,12.4592,0.000168,-0.000168,2/27/2023,2023-03,2/27/2023
TOI-2587 A b,TOI-2587 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5.45664,0.000011,-0.000011,0,0.0635,0.0025,-0.0013,0,12.07207221,0.47077719,-0.44835923,0,1.077,0.042,-0.04,0,69.28659273,17.16273398,-14.62010672,0,0.218,0.054,-0.046,0,Mass,0,,,0,728,48,-51,0,1445,23,-26,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5760,80,-79,0,1.726,0.049,-0.047,0,1.15,0.14,-0.07,0,0.13,0.09,-0.1,0,[Fe/H],4.024,0.057,-0.039,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h43m43.61s,115.9317105,-01d04m24.00s,-1.073333,373.675,5.953,-5.772,11.544,0.025,-0.025,9.991,0.023,-0.023,11.4079,0.000696,-0.000696,2/27/2023,2023-03,2/27/2023
TOI-2589 b,TOI-2589,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,61.6277,0.0002,-0.0002,0,0.3,0.006,-0.005,0,12.10569916,0.33626942,-0.33626942,0,1.08,0.03,-0.03,0,1112.399425,31.7828407,-31.7828407,0,3.5,0.1,-0.1,0,Mass,0.522,0.006,-0.006,0,,,,,592,7,-8,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,,5579,70,-70,0,1.07,0.01,-0.01,0,0.93,0.03,-0.02,0,0.12,0.04,-0.04,0,[Fe/H],4.35,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h09m57.16s,107.4881501,-37d13m51.41s,-37.230948,200.273,0.832,-0.826,11.415,0.012,-0.012,9.632,0.021,-0.021,11.1958,0.000519,-0.000519,6/25/2024,2023-04,6/25/2024
TOI-260 b,TOI-260,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,13.475853,0.000013,-0.000011,0,0.0943,0.0016,-0.0016,0,1.71,0.08,-0.08,0,0.15255624,0.00713713,-0.00713713,0,4.23,1.6,-1.6,0,0.01330907,0.00503416,-0.00503416,0,Mass,0,,,0,,,,,493,12,-12,0,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K8 V,4026,14,-14,0,0.607,0.014,-0.014,0,0.616,0.032,-0.032,0,-0.47,0.03,-0.03,0,[Fe/H],4.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h19m05.52s,4.7730178,-09d57m58.14s,-9.9661505,20.1852,0.0232,-0.0231,9.9,0.03,-0.03,6.549,0.021,-0.021,9.3124,0.000458,-0.000458,8/30/2024,2024-06,8/30/2024
TOI-261.01,TOI-261,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,3.3639254,,,0,0.034792189,,,0,3.0449863,0.2114907,-0.2114907,0,0.27136114,0.01884749,-0.01884749,0,,,,,,,,,,,,,,874.7956,,,0,1722.49,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5890.3,,,0,1.28018,,,0,0.496728,,,0,,,,,,3.92,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m52.35s,15.2181412,-24d25m26.38s,-24.4239934,114.495,0.557,-0.552,9.56,0.03,-0.03,8.182,0.053,-0.053,9.42329,0.00019,-0.00019,6/11/2024,2024-05,6/11/2024
TOI-262 b,TOI-262,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,11.14529,0.00003,-0.00003,0,0.163,0.002,-0.002,0,2.07,0.15,-0.15,0,0.18467335,0.01338213,-0.01338213,0,,,,,,,,,,,,,,,,,,584,45,-45,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K0 V,5310,124,-124,0,0.853,0.021,-0.021,0,0.913,0.029,-0.029,0,0.26,0.07,-0.07,0,[Fe/H],4.54,0.28,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h10m08.32s,32.534687,-31d04m14.26s,-31.0706272,43.932,0.1174,-0.1168,8.91,0.03,-0.03,6.967,0.02,-0.02,8.66859,0.000211,-0.000211,8/22/2023,2023-03,8/22/2023
TOI-2641 b,TOI-2641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.880974,0.000023,-0.000037,0,0.0607,0.0042,-0.0043,0,18.10250383,5.17854908,-7.17374765,0,1.615,0.462,-0.64,0,122.6817651,6.99222495,-11.44182265,0,0.386,0.022,-0.036,0,Mass,0.18,,,1,602,103,-110,0,1387,22,-23,0,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F9 V,6100,100,-100,0,1.336,0.055,-0.055,0,1.16,0.07,-0.07,0,-0.15,0.08,-0.08,0,[Fe/H],4.2,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m31.29s,171.1303716,-42d43m55.70s,-42.7321394,344.045,3.342,-3.279,11.693,0.017,-0.017,10.325,0.021,-0.021,11.5712,0.000289,-0.000289,7/25/2023,2023-07,7/25/2023
TOI-2669 b,TOI-2669,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,6.2034,0.0001,-0.0001,0,,,,,19.72780603,1.79343691,-1.79343691,0,1.76,0.16,-0.16,0,193.8753283,60.38739733,-60.38739733,0,0.61,0.19,-0.19,0,Mass,0.09,0.05,-0.05,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4800,100,-100,0,4.1,0.04,-0.04,0,1.19,0.16,-0.16,0,0.1,0.06,-0.06,0,[Fe/H],3.29,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m53.43s,134.7226445,-13d18m45.29s,-13.3125792,393.443,6.457,-6.256,10.916,0.015,-0.015,8.492,0.023,-0.023,10.6019,0.000258,-0.000258,3/16/2022,2022-03,3/16/2022
TOI-269 b,TOI-269,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,3.6977104,0.0000037,-0.0000037,0,0.0345,0.0015,-0.0015,0,2.77,0.12,-0.12,0,0.24712327,0.0107057,-0.0107057,0,8.8,1.4,-1.4,0,0.0276879,0.00440489,-0.00440489,0,Mass,0.425,0.082,-0.086,0,19,4,-3.3,0,531,25,-25,0,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,M2 V,3514,70,-70,0,0.398,0.012,-0.012,0,0.3917,0.0095,-0.0095,0,-0.29,0.12,-0.12,0,[Fe/H],4.831,0.029,-0.029,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.0225,0.0757,-0.0756,14.37,0.114,-0.114,10.1,0.023,-0.023,13.4258,0.000369,-0.000369,5/17/2021,2021-06,5/17/2021
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,3.35992,0.00005,-0.00005,0,,,,,1.28,0.05,-0.04,0,0.11419415,0.00446071,-0.00356857,0,1.48,0.18,-0.18,0,0.0046566,0.00056634,-0.00056634,0,Mass,0.0167,0.0084,-0.0089,0,,,,,600,16,-16,0,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506,70,-70,0,0.38,0.008,-0.008,0,0.386,0.008,-0.008,0,,,,,,4.872,0.026,-0.026,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476,10/9/2025,2022-03,10/9/2025
TOI-270 c,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,5.66051,0.00004,-0.00004,0,,,,,2.33,0.01,-0.01,0,0.20786903,0.00089214,-0.00089214,0,6.2,0.31,-0.31,0,0.01950738,0.00097537,-0.00097537,0,Mass,0.0044,0.0005,-0.0006,0,,,,,489,11,-11,0,1,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506,70,-70,0,0.38,0.008,-0.008,0,0.386,0.008,-0.008,0,,,,,,4.872,0.026,-0.026,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476,10/9/2025,2022-03,10/9/2025
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,11.38194,0.00011,-0.00011,0,,,,,2,0.05,-0.05,0,0.17842836,0.00446071,-0.00446071,0,4.2,0.16,-0.16,0,0.01321468,0.00050342,-0.00050342,0,Mass,0.0066,0.002,-0.002,0,,,,,383,9,-9,0,1,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506,70,-70,0,0.38,0.008,-0.008,0,0.386,0.008,-0.008,0,,,,,,4.872,0.026,-0.026,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476,10/9/2025,2022-03,10/9/2025
TOI-2714 b,TOI-2714,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,2.499387,0.000004,-0.000004,0,0.036,0.002,-0.002,0,13.72,0.7,-0.67,0,1.22401852,0.06244992,-0.0597735,0,228,33,-32,0,0.71736822,0.10382961,-0.10068326,0,Mass,0.164,,,1,,,,,1603,65,-65,0,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,5665,115,-115,0,1.25,0.054,-0.054,0,1.07,0.06,-0.06,0,0.3,0.11,-0.11,0,[Fe/H],4.25,0.27,-0.27,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m36.30s,61.4012482,-14d55m36.28s,-14.9267458,597.873,7.886,-7.686,13.468,0.16,-0.16,11.807,0.025,-0.025,13.2544,0.000241,-0.000241,10/3/2024,2024-09,10/3/2024
TOI-2719 b,TOI-2719,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,3.37594,0.00005,-0.00005,0,,,,,5.98,0.46,-0.46,0,0.53350078,0.04103852,-0.04103852,0,,,,,,,,,,,,,,,,,,1710,,,0,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,,5762,50,-50,0,1.69,0.1,-0.1,0,1.02,0.13,-0.13,0,0.27,0.08,-0.08,0,[m/H],4.22,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h46m13.19s,71.5549449,-00d48m17.54s,-0.8048725,588.368,12.726,-12.208,12.684,0.103,-0.103,11.057,0.023,-0.023,12.5312,0.000154,-0.000154,8/14/2025,2025-08,8/14/2025
TOI-2768 b,TOI-2768,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,1.50801,0.000006,-0.000006,0,0.027,0.0019,-0.0046,0,2.63,0.45,-0.44,0,0.23463329,0.04014638,-0.03925424,0,,,,,,,,,,,,,,,,,,855,,,0,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,4008,130.39,-130.39,0,0.657,0.069,-0.069,0,0.63,0.079,-0.079,0,,,,,,4.5,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m27.39s,99.3641336,-15d28m52.33s,-15.4812031,78.4525,0.1887,-0.1879,12.66,0.069,-0.069,9.369,0.021,-0.021,12.2,0.000292,-0.000292,10/22/2024,2024-10,10/22/2024
TOI-277 b,TOI-277,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,3.994,0.0004,-0.0004,0,0.0269,0.0011,-0.0011,0,2.65,0.18,-0.18,0,0.23641757,0.01605855,-0.01605855,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,,4031,21,-23,0,0.362,0.008,-0.004,0,0.16,0.01,-0.01,0,-0.01,0.07,-0.09,0,[Fe/H],4.58,0.1,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.6692,0.13825,-0.13825,13.632,0.021,-0.021,9.557,0.023,-0.023,12.7896,0.000703,-0.000703,11/29/2022,2022-11,11/29/2022
TOI-2796 b,TOI-2796,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.8084983,0.0000057,-0.0000056,0,0.0569,0.001,-0.0011,0,17.26183028,,,-1,1.54,,,-1,139.8444991,31.7828407,-34.96112477,0,0.44,0.1,-0.11,0,Mass,0,,,0,352,21,-20,0,1205,18,-17,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5764,81,-78,0,1.069,0.024,-0.024,0,1.063,0.057,-0.062,0,0.239,0.076,-0.079,0,[Fe/H],4.4,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,350.343,6.018,-5.821,12.475,0.08,-0.08,10.936,0.023,-0.023,12.3642,0.000273,-0.000273,2/27/2023,2023-03,2/27/2023
TOI-2803 A b,TOI-2803 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.96229325,0.00000082,-0.00000082,0,0.03185,0.00052,-0.00052,0,18.11371281,0.38110534,-0.35868738,0,1.616,0.034,-0.032,0,309.8826968,26.37975778,-22.24798849,0,0.975,0.083,-0.07,0,Mass,0,,,0,2150,132,-125,0,1893,29,-28,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6280,99,-96,0,1.245,0.022,-0.021,0,1.118,0.056,-0.054,0,-0.105,0.068,-0.072,0,[Fe/H],4.298,0.011,-0.015,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,494.818,6.647,-6.477,12.537,0.069,-0.069,11.282,0.025,-0.025,12.4272,0.000155,-0.000155,2/27/2023,2023-03,2/27/2023
TOI-2818 b,TOI-2818,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.039709,0.0000024,-0.0000023,0,0.0493,0.001,-0.0008,0,15.27784069,0.51561311,-0.50440413,0,1.363,0.046,-0.045,0,225.658169,82.63538582,-82.63538582,0,0.71,0.26,-0.26,0,Mass,0,,,0,598,47,-41,0,1376,26,-24,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5721,88,-83,0,1.229,0.032,-0.031,0,0.977,0.063,-0.049,0,-0.02,0.11,-0.09,0,[Fe/H],4.25,0.034,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h56m14.36s,119.0598183,-35d07m00.16s,-35.1167104,312.674,2.265,-2.233,11.937,0.035,-0.035,10.403,0.025,-0.025,11.8367,0.000217,-0.000217,2/27/2023,2023-03,2/27/2023
TOI-283 b,TOI-283,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251015084M/abstract target=ref>Murgas et al. 2025</a>,17.61745,0.00002,-0.00001,0,0.123,0.004,-0.004,0,2.34,0.09,-0.09,0,0.20876118,0.00802928,-0.00802928,0,6.54,2.04,-2.04,0,0.02057714,0.00641856,-0.00641856,0,Mass,0,,,0,30.4,2.5,-2.5,0,661,9,-9,0,0,<a refstr=MURGAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251015084M/abstract target=ref>Murgas et al. 2025</a>,K,5213,70,-70,0,0.85,0.03,-0.03,0,0.8,0.01,-0.01,0,-0.09,0.05,-0.05,0,[Fe/H],4.5,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h54m16.63s,118.5693065,-65d26m29.34s,-65.441482,82.7013,0.2117,-0.2107,10.41,0.007,-0.007,8.517,0.026,-0.026,10.1971,0.000539,-0.000539,11/13/2025,2025-10,11/13/2025
