P_NAME,P_MASS_EST,P_RADIUS_EST,P_PERIOD,P_DISTANCE,P_TEMP_EQUIL,S_TEMPERATURE,S_LUMINOSITY,S_RADIUS,S_MASS,S_METALLICITY,Predicted_Class,Habitability_Score,Confidence_Conservative,Confidence_Optimistic
Kepler-849 b,40.417568,7.14077,394.62449,1.1278915,322.03738,6059.0,3.2477318,1.64,1.23,0.12,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 141399 c,422.71124,13.594966,201.99,0.68979373,331.00061,5600.0,1.3533943,,1.07,0.35,0,4.0644572e-05,1.1055063e-05,2.958951e-05
Kepler-1533 b,11.834665,3.46389,308.5471,0.97756956,352.29803,6431.0,3.494271,1.51,1.31,0.03,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 159243 c,603.87321,13.383276,248.4,0.80225,319.2217,6123.0,1.5797259,1.12,1.12,0.05,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 159868 c,244.09191,13.927453,351.0,1.0494697,349.68647,5534.0,3.8124528,2.13,1.19,,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 156846 b,3391.2248,12.40476,359.51001,1.5246,329.64425,6090.0,4.4490268,1.9,1.38,0.15,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 102843 b,113.90002,13.145216,3090.942,4.0986477,,5436.0,,,0.95,,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 34445 c,53.395104,8.4134388,214.67,0.71856533,359.19676,5879.0,2.0382651,1.38,1.14,0.18,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 129445 b,508.5248,13.484857,1840.0,3.6105,,,,,0.99,0.25,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 19994 b,435.42436,13.577252,466.2,1.3075898,,6188.0,,,1.36,0.27,0,4.0644572e-05,1.1055063e-05,2.958951e-05
Kepler-1085 b,41.17453,7.21924,219.32175,0.73678094,328.96641,6000.0,1.509049,1.14,1.11,0.08,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 142 b,397.285,13.632125,349.7,1.034739,329.85079,6245.0,2.9447816,1.47,1.23,0.09,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 148164 b,390.92844,13.641803,328.55,1.1640785,301.56646,6032.0,2.1298233,1.34,1.21,0.24,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 67087 b,972.55369,13.105568,352.2,1.095606,333.64466,6330.0,3.4559455,1.55,1.36,0.25,0,4.0644572e-05,1.1055063e-05,2.958951e-05
Kepler-1514 b,95.187233,11.82655,217.83176,0.75483526,350.28408,6251.0,2.0361338,1.22,1.21,0.14,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 73526 c,715.11301,13.284082,379.1,1.070376,299.38895,5601.0,2.0641146,1.53,1.14,0.22,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 148284 b,10710.804,11.792663,339.331,1.0477919,299.77051,5572.0,1.8917185,1.48,1.07,0.16,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 147873 c,731.00441,13.271242,491.54,1.395972,340.4306,5972.0,5.9763883,2.29,1.38,0.03,0,4.0644572e-05,1.1055063e-05,2.958951e-05
Kepler-1515 b,66.221909,9.55092,214.31142,0.76475251,389.68516,6511.0,3.2012357,1.41,1.3,0.07,0,4.0644572e-05,1.1055063e-05,2.958951e-05
OGLE-2016-BLG-1190L b,4252.5387,12.281842,1224.0,2.17,,,,,0.88,,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 145934 b,724.64785,13.276343,2730.0,4.6064607,,,,5.38,1.75,,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 89744 b,2653.8638,12.539303,256.78,1.1271438,404.11183,6291.0,6.0768726,,1.86,,0,4.0644572e-05,1.1055063e-05,2.958951e-05
ups And c,629.61727,13.358715,241.258,0.85566674,,,,1.56,1.3,,0,4.0644572e-05,1.1055063e-05,2.958951e-05
bet Pic c,2860.452,12.498012,1200.0,2.77776,,,,,1.76,,0,4.0644572e-05,1.1055063e-05,2.958951e-05
30 Ari B b,4392.383,12.26437,335.10001,1.0316295,331.24213,6331.0,2.8616474,1.41,1.93,0.19,0,4.0644572e-05,1.1055063e-05,2.958951e-05
HD 27442 b,495.81168,13.499887,428.1,1.2732878,291.17635,4846.0,2.7588443,,1.23,0.42,0,4.05439e-05,1.1748172e-05,2.8795725e-05
GJ 674 b,11.12398,3.3398154,4.6938,0.03978,,3600.0,,,0.35,-0.28,0,4.026549e-05,2.537076e-05,1.4894729e-05
OGLE-2014-BLG-0124L b,162.09228,14.180596,,3.11,,,,,0.71,,0,4.0235635e-05,2.3398867e-05,1.6836768e-05
MOA-2011-BLG-028L b,29.999785,5.9909787,,4.14,,,,,0.75,,0,4.0235635e-05,2.3398867e-05,1.6836768e-05
OGLE-2016-BLG-0613L AB b,1328.5211,12.926943,,6.4,,,,,0.72,,0,4.0235635e-05,2.3398867e-05,1.6836768e-05
MOA-bin-1L b,1175.9636,12.99651,,8.3,,,,,0.75,,0,4.0235635e-05,2.3398867e-05,1.6836768e-05
KMT-2017-BLG-0165L b,34.00124,6.4494934,,3.45,,,,,0.76,,0,4.0235635e-05,2.3398867e-05,1.6836768e-05
OGLE-2008-BLG-092L b,57.209041,8.7623758,,18.0,,,,,0.71,,0,4.0235635e-05,2.3398867e-05,1.6836768e-05
EPIC 212737443 c,7.7059808,2.6904,65.55,0.2856,318.56264,4684.0,0.1936002,0.67,0.69,-0.137,0,4.0233223e-05,1.6285452e-05,2.3947772e-05
kap CrB b,575.58651,13.411556,1285.0,2.6869529,289.94821,4871.0,11.864369,4.85,1.5,,0,4.0088384e-05,1.1616181e-05,2.8472203e-05
Kepler-56 d,1783.0151,12.760663,1002.0,2.2032,297.78872,4840.0,8.7973289,4.23,1.32,0.2,0,4.0088384e-05,1.1616181e-05,2.8472203e-05
Kepler-289 b,7.3100441,2.15232,34.545,0.21,576.14825,5990.0,1.1534425,1.0,1.08,0.05,0,4.000035e-05,1.1885393e-05,2.8114955e-05
Kepler-153 c,6.9584217,2.53346,46.90232,0.237,461.58665,5404.0,0.60524334,0.89,,,0,3.975162e-05,1.1111569e-05,2.864005e-05
Kepler-131 c,8.2635281,0.84075,25.5169,0.17071102,615.51036,5685.0,0.99285304,1.03,1.02,0.12,0,3.9611405e-05,1.1885399e-05,2.7726006e-05
Kepler-239 c,6.8541965,2.51104,56.228098,0.268,364.74691,4914.0,0.30175636,0.76,,,0,3.9300292e-05,1.0985419e-05,2.8314873e-05
HD 31527 c,14.143346,3.8472502,51.2053,0.26651304,494.89215,5898.0,1.0101334,,0.96,-0.17,0,3.9281498e-05,1.5271757e-05,2.4009743e-05
HD 90156 b,18.116196,4.4511957,49.77,0.2620125,458.14107,5599.0,0.66989942,,0.84,-0.24,0,3.9281498e-05,1.5271757e-05,2.4009743e-05
HIP 67851 b,438.60264,13.572908,88.9,0.460575,773.10759,4890.0,17.954259,5.92,1.63,0.0,0,3.9280807e-05,1.6454447e-05,2.2826358e-05
TCP J05074264+2447555 b,9.2011207,2.9866023,,0.5,,,,,0.25,,0,3.889775e-05,2.3166314e-05,1.5731437e-05
OGLE-2017-BLG-1522L b,238.371,13.941995,,0.59,,,,,0.04,,0,3.889775e-05,2.3166314e-05,1.5731437e-05
Kepler-328 b,28.60452,2.29805,34.921,0.21579013,561.1547,5914.0,1.0960085,1.0,1.1,,0,3.8781745e-05,1.1523314e-05,2.7258431e-05
Kepler-80 c,6.7411319,2.73524,9.52355,0.0792,586.36061,4540.0,0.17600698,0.68,0.73,0.04,0,3.864123e-05,1.7332564e-05,2.1308666e-05
OGLE-2005-BLG-169L b,14.09885,3.8401165,,3.5,,,,,0.69,,0,3.8637183e-05,2.2469312e-05,1.6167873e-05
GQ Lup b,6356.5601,33.63,,100.0,,,,,0.7,,0,3.8637183e-05,2.2469312e-05,1.6167873e-05
Kepler-415 b,119.82116,1.21068,4.176,0.044399166,,,,0.64,0.67,,0,3.8539885e-05,1.7401135e-05,2.113875e-05
nu Oph c,8581.3561,11.90824,3186.0,6.1830362,341.16694,4928.0,120.48288,15.1,3.04,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 181342 b,807.28313,13.21341,564.1,1.5923853,374.89456,4945.0,11.884903,4.71,1.69,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HIP 97233 b,6356.5601,12.066526,1058.8,3.0244275,311.96914,5020.0,16.225049,5.34,1.93,0.29,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 120084 b,1430.226,12.885055,2082.0,5.23654,304.38148,4892.0,42.679971,9.12,2.39,0.09,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 202696 c,592.4314,13.394546,946.6,2.3429181,368.07671,5040.0,23.901917,6.43,1.91,0.02,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 33142 b,440.19178,13.570748,326.0,1.0723305,447.34407,4978.0,10.895025,4.45,1.41,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 30856 b,491.67992,13.504858,847.0,1.8534419,332.66655,4895.0,9.9587489,4.4,1.17,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 28678 b,490.09078,13.506782,380.2,1.1930986,512.8478,4972.0,22.991279,6.48,1.53,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 62509 b,731.00441,13.271242,589.64,1.640328,490.72582,4946.0,37.026029,8.31,2.1,0.07,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 98219 b,624.2142,13.363782,433.8,1.2639318,414.61713,4925.0,11.153964,4.6,1.41,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 200964 c,385.8432,13.649665,852.5,2.017868,346.61447,4982.0,13.360839,4.92,1.39,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 212771 b,759.60893,13.248847,380.7,1.1934367,463.89785,5003.0,15.589489,5.27,1.56,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 1605 b,296.85135,13.808049,577.2,1.4987326,331.1489,4915.0,6.3684477,3.49,1.33,0.22,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
eps Tau b,2415.4928,12.591335,594.9,1.952003,574.72581,4901.0,97.021635,13.7,2.7,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 210702 b,574.63303,13.412535,354.1,1.14845,451.75222,4951.0,13.031384,4.92,1.61,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 202696 b,634.38469,13.354281,517.8,1.5660947,450.14656,5040.0,23.901917,6.43,1.91,0.02,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 72490 b,561.91991,13.425744,858.0,1.8944534,352.90601,4934.0,13.06317,4.96,1.21,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
nu Oph b,7627.8721,11.970115,530.32,1.9149866,611.74357,4928.0,120.48288,15.1,3.04,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 180053 b,697.31464,13.298822,213.72,0.84576546,496.12364,5131.0,10.236436,4.06,1.75,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 175541 b,190.06115,14.081624,298.43,0.98089875,457.70956,5013.0,9.9336193,4.19,1.39,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 177830 b,537.12932,13.452425,410.10001,1.1457,365.07826,4901.0,5.4936711,3.26,1.7,0.42,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 18742 b,1080.6152,13.044953,766.0,1.821456,365.53045,4940.0,14.042071,5.13,1.36,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 4313 b,612.45456,13.374969,356.21,1.1695008,458.59847,4943.0,14.131144,5.14,1.63,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 1502 b,874.02701,13.167307,428.5,1.2626064,419.43208,4947.0,11.702807,4.67,1.46,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 14787 b,356.28519,13.697615,676.6,1.7204213,373.68807,4946.0,13.458001,5.01,1.43,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 148427 b,413.1764,13.60862,331.5,1.053312,426.02046,5025.0,8.5115278,3.86,1.64,0.08,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 114783 b,349.6108,13.709017,493.7,1.1720269,,5135.0,,,0.85,0.21,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 180902 b,535.54018,13.454179,510.9,1.4080143,376.6667,4961.0,9.3918731,4.16,1.41,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 114783 c,194.19291,14.068305,4319.0,4.9155417,,5135.0,,,0.85,0.21,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HIP 65891 b,1906.968,12.722982,1084.5,2.8337445,392.46309,5000.0,44.655153,8.93,2.5,0.16,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 180314 b,6397.8777,12.063087,396.03,1.509348,509.95877,4924.0,34.813037,8.13,2.2,0.14,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
6 Lyn b,638.83429,13.350175,934.3,2.1156221,341.57316,4938.0,14.404549,5.2,1.44,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
omi UMa b,1303.0948,12.93794,1630.0,3.932955,438.86456,5242.0,134.49772,14.1,3.09,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 96063 b,403.64156,13.622607,362.5,1.1260395,456.89408,5020.0,12.837804,4.75,1.37,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 152581 b,594.02054,13.392966,686.5,1.661328,389.86121,5027.0,15.116471,5.14,1.3,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 33142 c,1897.4332,12.725789,834.0,1.9464169,331.92302,4978.0,10.895025,4.45,1.41,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 200964 b,508.20698,13.485227,606.3,1.5709227,389.17084,4982.0,13.360839,4.92,1.39,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 155233 b,826.35281,13.199843,818.8,2.0016,346.67641,4960.0,13.719912,5.03,1.69,0.08,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 95089 b,400.46328,13.627346,464.4,1.3696295,418.58354,4918.0,13.526024,5.08,1.54,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
HD 192699 b,666.16749,13.325588,340.94,1.0665738,452.3802,5041.0,11.252075,4.41,1.38,,0,3.8349182e-05,1.0430725e-05,2.7918459e-05
Kepler-109 b,7.3005092,2.36531,6.48163,0.068914429,1148.185,5952.0,1.9592425,1.32,1.04,-0.08,0,3.8342696e-05,2.0188367e-05,1.8154331e-05
Kepler-543 b,6.8023267,2.49983,13.89962,0.10043325,531.77214,4671.0,0.19145985,0.67,0.7,-0.19,0,3.7966776e-05,1.9822304e-05,1.8144472e-05
Kepler-361 c,6.9062285,2.52225,55.188023,0.3,574.67673,6169.0,2.3300075,1.34,,,0,3.7863825e-05,1.0583891e-05,2.7279933e-05
Kepler-92 c,6.0387321,2.60072,26.723,,,5883.0,2.5122734,1.53,,,0,3.7859725e-05,1.3333232e-05,2.4526491e-05
WD 0806-661 b,2383.71,12.598676,,2500.0,,,,,0.62,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2010-BLG-073L b,3496.108,12.388146,,1.21,,,,,0.16,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2015-BLG-0954L b,1080.6152,13.044953,,1.6,,,,,0.3,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2015-BLG-0051L b,228.83616,13.967059,,0.73,,,,,0.1,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2007-BLG-400L b,263.79724,13.879958,,0.72,,,,,0.3,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2008-BLG-310L b,23.398498,5.1751976,,1.61,,,,,0.21,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2014-BLG-1722L c,83.700005,10.963785,,2.5,,,,,0.4,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
2MASS J04414489+2301513 b,2383.71,12.598676,,15.0,,,,,0.02,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
2MASS J12073346-3932539 b,1271.312,12.952003,,46.0,,,,,0.02,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
KMT-2017-BLG-1038L b,635.65601,13.353106,,1.8,,,,,0.37,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2009-BLG-319L b,50.85248,8.1750994,,2.4,,,,,0.38,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2008-BLG-379L b,1303.0948,12.93794,,3.3,,,,,0.56,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
KMT-2016-BLG-2142L b,4923.1558,12.202964,,0.83,,,,,0.07,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
KMT-2016-BLG-1820L b,1452.474,12.876306,,1.08,,,,,0.04,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2013-BLG-1761L b,858.13561,13.177942,,1.8,,,,,0.33,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2014-BLG-1760L b,177.98368,14.122361,,1.75,,,,,0.51,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2014-BLG-0676L b,982.08853,13.099943,,4.4,,,,,0.62,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2014-BLG-1722L b,55.298894,8.5888529,,1.9,,,,,0.4,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2016-BLG-0263L b,1303.0948,12.93794,,5.4,,,,,0.13,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2017-BLG-1140L b,505.34652,13.488577,,1.02,,,,,0.21,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2010-BLG-117L b,171.62712,14.144978,,2.9,,,,,0.58,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2015-BLG-1670L b,17.900073,4.4198413,,2.62,,,,,0.55,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2010-BLG-477L b,476.742,13.523204,,2.0,,5950.0,,,0.67,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2011-BLG-291L b,17.9986,4.4341545,,0.69,,,,,0.15,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2011-BLG-262L b,17.9986,4.4341545,,0.84,,,,,0.12,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2011-BLG-322L b,3686.8048,12.359231,,4.3,,,,,0.39,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2012-BLG-006L b,2669.7552,12.53601,,10.2,,,,,0.49,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
KMT-2017-BLG-1146L b,225.65788,13.975657,,1.6,,,,,0.33,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
KMT-2016-BLG-1397L b,2224.796,12.636979,,5.1,,,,,0.45,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2015-BLG-0966L b,20.998896,4.8556671,,2.1,,,,,0.38,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2005-BLG-071L b,1207.7464,12.981268,,3.6,,,,,0.46,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2016-BLG-319L b,197.05336,14.059257,,0.95,,,,,0.15,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2010-BLG-328L b,9.2011207,2.9866023,,0.92,,,,,0.11,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2010-BLG-353L b,85.813561,11.126015,,1.72,,,,,0.18,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
MOA-2016-BLG-227L b,889.91841,13.156872,,1.67,,,,,0.29,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2003-BLG-235L b,826.35281,13.199843,,4.3,,,,,0.63,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
GU Psc b,3591.4564,14.18065,,2000.0,,,,,0.33,0.1,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2018-BLG-0596L b,13.930401,3.8130262,,0.97,,,,,0.23,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2012-BLG-0724L b,149.37916,14.231651,,1.6,,,,,0.29,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2012-BLG-0950L b,34.99922,6.5603285,,2.7,,,,,0.56,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2013-BLG-0102L b,3994.7802,12.31568,,0.8,,,,,0.1,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2013-BLG-0132L b,92.170121,11.604296,,3.6,,,,,0.54,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2013-BLG-1721L b,203.40992,14.039631,,2.6,,,,,0.46,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2007-BLG-368L b,19.06968,4.5877261,,3.3,,,,,0.64,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2008-BLG-355L b,1462.0088,12.8726,,1.7,,,,,0.37,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2011-BLG-0251L b,168.44884,14.156616,,2.72,,,,,0.26,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2012-BLG-0563L b,123.95292,13.816671,,0.9,,,,,0.34,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2011-BLG-0265L b,279.68864,13.844279,,1.89,,,,,0.21,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2012-BLG-0358L b,587.98181,13.39899,,0.87,,,,,0.02,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2012-BLG-0406L b,867.67045,13.171536,,3.45,,,,,0.44,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2011-BLG-0173L b,60.387321,9.0459099,,8.0,,,,,0.41,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
CHXR 73 b,3994.7802,12.31568,,210.0,,,,,0.35,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2017-BLG-0373L b,127.44903,14.044892,,2.424,,,,,0.25,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
OGLE-2017-BLG-0482L b,9.000889,2.9481483,,1.8,,,,,0.2,,0,3.772746e-05,2.2469334e-05,1.5258126e-05
Kepler-1168 b,6.8023267,2.49983,55.822654,0.27282844,394.07266,5157.0,0.42609347,0.82,0.87,0.13,0,3.7506637e-05,1.0484048e-05,2.702259e-05
Kepler-113 b,11.759636,1.81602,4.754,0.050261575,771.65893,4725.0,0.21261509,0.69,0.75,0.05,0,3.7470578e-05,1.6454384e-05,2.1016196e-05
Kepler-436 b,7.7059808,2.6904,64.00205,0.34511895,293.91594,4651.0,0.20543294,0.7,0.73,0.01,0,3.7463808e-05,1.8956445e-05,1.8507362e-05
K2-272 b,8.8276834,2.9146,14.453533,0.1081,653.83157,5419.0,0.50691517,0.81,0.81,-0.28,0,3.745573e-05,1.8371114e-05,1.9084617e-05
KELT-6 b,165.27056,14.573,7.8457,0.088936133,1196.8358,6102.0,3.71766,1.73,1.42,-0.28,0,3.745573e-05,1.8371114e-05,1.9084617e-05
WASP-54 b,187.51852,17.7118,3.69364,0.048085769,1628.1452,6100.0,3.8426721,1.76,1.08,-0.27,0,3.745573e-05,1.8371114e-05,1.9084617e-05
Kepler-463 b,9.5305061,3.04912,8.9810168,0.080704853,833.26215,5661.0,0.74532602,0.9,0.87,-0.28,0,3.745573e-05,1.8371114e-05,1.9084617e-05
8 UMi b,416.35468,13.604033,93.4,0.490882,979.29341,4847.0,52.463248,10.3,1.44,-0.03,0,3.735796e-05,1.645448e-05,2.090348e-05
HD 111591 b,1398.4432,12.897801,1056.4,2.5845,384.15952,4884.0,32.871715,8.03,1.94,0.07,0,3.7115326e-05,1.0430738e-05,2.6684587e-05
2MASS J01225093-2439505 b,7786.7861,11.959259,,52.0,,3530.0,,,0.4,,0,3.6778063e-05,2.350375e-05,1.32743135e-05
Kepler-921 b,8.5983448,2.86976,51.300634,0.26368517,463.70467,5663.0,0.76305822,0.91,0.93,-0.12,0,3.6453708e-05,1.4172384e-05,2.2281323e-05
iot Dra b,2803.243,12.509127,511.098,1.59854,496.44855,4530.0,27.218899,,1.05,0.29,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 5319 c,334.67289,13.735382,872.2,1.9623169,310.7437,4871.0,8.3140615,4.06,1.27,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 116029 b,444.9592,13.564318,670.0,1.65,365.66758,4819.0,11.554045,4.89,0.83,0.09,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 116029 c,403.64156,13.622607,907.0,1.7241985,357.80984,4819.0,11.554045,4.89,0.83,0.09,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 75784 b,317.828,13.766628,341.2,1.036855,389.15442,4867.0,5.8115485,3.4,1.26,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 110014 b,3524.7126,12.383705,835.477,2.3683851,603.66695,4445.0,152.78062,20.9,2.17,0.19,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 113996 b,2002.3164,12.695699,610.2,1.66272,726.41804,4181.0,172.62462,25.11,1.49,0.13,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HIP 74890 b,762.78721,13.246413,822.3,2.105145,354.24514,4850.0,16.504685,5.77,1.74,0.2,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 108863 b,767.2368,13.243024,437.7,1.3206758,448.3323,4878.0,16.71397,5.74,1.59,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 5319 b,494.54037,13.501411,637.1,1.5766442,345.07866,4871.0,8.3140615,4.06,1.27,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 206610 b,647.09781,13.342628,673.2,1.7487,400.00993,4842.0,18.445508,6.12,1.55,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 17092 b,3219.5977,12.433139,359.89999,1.3289295,612.81199,4326.0,57.867437,13.58,6.73,0.18,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 33844 b,638.83429,13.350175,551.40002,1.618,392.70158,4861.0,14.533448,5.39,1.84,0.27,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 4917 b,513.29222,13.479321,400.5,1.1695417,438.43404,4802.0,11.95784,5.01,1.32,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 47536 b,2326.501,12.612149,712.13,1.9686,662.49574,4424.0,172.05104,22.39,0.91,0.69,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 40956 b,858.13561,13.177942,578.6,1.44032,528.73943,4869.0,36.897358,8.56,2.0,0.14,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 222076 b,495.81168,13.499887,871.0,1.835856,316.95178,4806.0,8.0351026,4.1,1.07,0.05,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 102329 b,2593.4765,12.552009,778.09998,1.8499105,485.80098,4745.0,43.798223,9.82,3.21,0.05,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 102329 c,483.09856,13.515325,1123.0,3.1865023,370.12104,4745.0,43.798223,9.82,3.21,0.05,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 5608 b,534.26887,13.455586,779.9,1.9139964,352.48111,4877.0,13.391398,5.14,1.53,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
