P_NAME,P_MASS_EST,P_RADIUS_EST,P_PERIOD,P_DISTANCE,P_TEMP_EQUIL,S_TEMPERATURE,S_LUMINOSITY,S_RADIUS,S_MASS,S_METALLICITY,Predicted_Class,Habitability_Score,Confidence_Conservative,Confidence_Optimistic
OGLE-TR-113 b,400.46328,12.25253,1.4324752,0.02289,1224.5459,4790.0,0.27964828,0.77,0.78,,0,2.0158484e-05,1.1500232e-05,8.658251e-06
WASP-29 b,73.100441,8.6317,3.92273,0.044626633,890.32391,4800.0,0.29682999,0.79,0.77,0.11,0,2.0158484e-05,1.1500232e-05,8.658251e-06
HAT-P-18 b,62.612117,11.15395,5.508023,0.056097215,775.1085,4803.0,0.2682017,0.75,0.77,0.1,0,2.0158484e-05,1.1500232e-05,8.658251e-06
HD 211970 b,12.999165,3.6607614,25.201,0.14460875,,4127.0,,,0.61,,0,2.0114894e-05,9.82081e-06,1.0294084e-05
Kepler-30 b,11.441808,3.90108,29.33434,0.18015876,556.67207,5498.0,0.73884748,0.95,0.99,0.18,0,2.0108459e-05,8.0321015e-06,1.2076358e-05
Kepler-149 b,16.51421,4.21496,29.198943,0.184,538.93074,5381.0,0.67793464,0.95,,,0,2.0108459e-05,8.0321015e-06,1.2076358e-05
Kepler-405 c,19.606506,4.66336,29.726682,0.188,557.96488,5818.0,0.81313663,0.89,,,0,2.0067455e-05,8.015726e-06,1.2051728e-05
Kepler-251 d,8.091445,2.76887,30.133001,0.182,538.62594,5526.0,0.66177778,0.89,,,0,2.0067455e-05,8.015726e-06,1.2051728e-05
Kepler-282 e,56.255557,3.10517,44.347,,,5602.0,0.7147367,0.9,,,0,2.0066833e-05,8.015726e-06,1.2051108e-05
K2-16 c,7.010777,2.54467,19.07863,0.1229,,,,,0.67,,0,1.9996216e-05,1.0815593e-05,9.180624e-06
HD 330075 b,152.55744,14.218473,3.38773,0.04,1009.9427,5000.0,0.39511838,0.84,0.47,0.05,0,1.9822539e-05,1.1812511e-05,8.010028e-06
K2-39 b,28.60452,6.2776,4.60543,0.047156075,1707.4,4881.0,4.4857677,2.97,0.66,0.32,0,1.9822539e-05,1.1812511e-05,8.010028e-06
Kepler-859 b,9.7696781,3.09396,20.381776,0.136092,526.31998,5020.0,0.3373533,0.77,0.81,-0.02,0,1.97509e-05,7.941026e-06,1.1809874e-05
Kepler-711 b,11.511377,3.40784,23.589144,0.1518486,528.31573,5222.0,0.42639891,0.8,0.84,-0.04,0,1.97509e-05,7.941026e-06,1.1809874e-05
Kepler-712 b,11.511377,3.40784,21.022477,0.14062372,534.40882,5148.0,0.38285296,0.78,0.84,-0.03,0,1.97509e-05,7.941026e-06,1.1809874e-05
Kepler-697 b,15.922101,4.12528,3.7098707,0.045604882,1067.4333,5513.0,0.64092315,0.88,0.92,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-708 b,8.8854055,2.92581,3.1678919,0.041777941,1202.6633,5692.0,0.86674367,0.96,0.97,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-34 b,177.98368,11.21,4.31768,0.051220942,1059.3002,5700.0,0.78319671,0.91,0.96,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-188 c,8.3714933,2.82492,7.810253,0.0785,1025.744,5977.0,1.6192563,1.19,1.06,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-164 b,676.97365,12.64488,1.7771255,0.02818,1470.1616,5806.0,0.88056753,0.93,0.95,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-168 b,133.48776,16.815,4.153658,0.0519,1228.5523,6000.0,1.4565644,1.12,1.08,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-120 b,1541.4658,16.51233,3.6112706,0.051483499,1714.4615,6450.0,5.4226393,1.87,1.39,-0.05,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-949 b,8.8276834,2.9146,8.6893073,0.079548073,783.04448,5403.0,0.56470992,0.86,0.89,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
XO-4 b,451.31576,14.0125,4.12508,0.051951174,1489.6346,6397.0,3.1544965,1.45,1.1,-0.04,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-571 b,7.4891982,2.64556,4.7985994,0.054335066,991.48852,5527.0,0.67722273,0.9,0.93,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-682 b,42.705723,7.37618,12.611907,0.10310807,719.88382,5559.0,0.67772789,0.89,0.92,-0.05,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-490 b,92.749298,11.64719,3.2686952,0.044214741,1341.0311,6045.0,1.5007554,1.12,1.08,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-60 b,174.8054,9.8648,4.305,0.054870718,1200.8581,5900.0,1.4861697,1.17,1.19,-0.04,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-7 b,305.11488,14.9093,4.9546416,0.0617,1358.071,6400.0,3.0738355,1.43,1.28,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
HAT-P-53 b,471.65676,14.77478,1.9616241,0.031873615,1622.9304,5956.0,1.650738,1.21,1.09,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-70 A b,187.51852,13.04844,3.7130203,0.04853,1273.6217,5763.0,1.4709665,1.22,1.11,-0.006,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-474 b,9.5900707,3.06033,5.6606729,0.061939353,1064.7533,5785.0,1.1704412,1.08,0.99,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
HD 69830 b,10.202279,3.1739337,8.667,0.0788925,,5385.0,,,0.86,-0.05,0,1.9682506e-05,9.742344e-06,9.940162e-06
HATS-26 b,206.5882,19.6175,3.3023881,0.048771092,1749.7516,6071.0,5.065122,2.04,1.3,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
MASCARA-1 b,1175.9636,16.815,2.14878,0.043,2326.8558,7554.0,12.865751,2.1,1.72,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-893 b,9.4118347,3.0267,6.3385576,0.067014665,985.99049,5820.0,1.0075137,0.99,1.0,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-548 b,97.496368,11.9947,4.4541943,0.051703107,1017.8825,5535.0,0.6811522,0.9,0.93,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-536 b,9.8298521,3.10517,1.8270823,0.028440958,1362.0518,5524.0,0.66082024,0.89,0.92,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-552 b,14.764686,3.94592,5.2634158,0.059790715,1077.7965,5863.0,1.1450776,1.04,1.03,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoT-25 b,85.813561,12.1068,4.86069,0.0578,1207.9906,6040.0,1.6886138,1.19,1.09,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-586 b,8.2029943,2.79129,2.1047222,0.031478596,1328.4591,5575.0,0.73256099,0.92,0.94,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1065 b,13.43724,3.73293,3.6093089,0.045099134,1127.8942,5635.0,0.78132231,0.93,0.94,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-565 b,12.893769,3.64325,4.2437472,0.050943008,1091.6163,5735.0,0.87472099,0.95,0.98,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1171 b,7.063293,2.55588,1.4425922,0.029095398,2541.8012,7044.0,8.3875526,1.95,1.58,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-588 b,7.4354,2.63435,4.2216254,0.051278637,1135.7682,5835.0,1.038609,1.0,1.01,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
DS Tuc A b,27.616484,5.70589,8.138268,0.079427582,831.7769,5428.0,0.71678757,0.96,1.01,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-564 b,19.367056,4.62973,3.7508323,0.046433973,1103.8061,5626.0,0.75973689,0.92,0.95,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
HAT-P-56 b,734.18269,16.9271,2.79083,0.04359412,1680.5934,6566.0,3.5985441,1.47,1.42,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
KELT-7 b,441.78092,17.936,2.73477,0.046198476,1867.2518,6768.0,6.1586737,1.81,1.76,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoTID 223977153 b,47.6742,6.3897,6.71837,0.071,877.75998,5970.0,0.71029728,0.79,1.08,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1517 b,68.748642,9.76391,5.5460837,0.071403505,1614.7029,7010.0,8.2267811,1.95,1.58,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
HATS-28 b,213.58042,13.38474,3.1810781,0.042152807,1140.6918,5498.0,0.69292023,0.92,0.93,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoT-26 b,165.27056,14.1246,4.20474,0.0526,1437.35,5590.0,2.8031216,1.79,1.09,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
HAT-P-21 b,1547.8224,12.4431,4.12448,0.055492469,1161.3456,5588.0,1.2790425,1.21,1.24,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
HATS-40 b,505.34652,17.7118,3.2642736,0.05240214,1902.9853,6460.0,7.969583,2.26,1.56,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
KELT-16 b,874.02701,15.86215,0.9689951,0.02044,2242.0856,6236.0,2.5060567,1.36,1.21,-0.002,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-60 b,135.39473,7.65643,3.00265,0.045,1209.435,5500.0,1.0284317,1.12,0.97,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
KELT-2 A b,540.3076,15.1335,4.11379,0.058011114,1608.5626,6327.0,5.3480394,1.93,1.54,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
KELT-17 b,416.35468,17.09525,3.0801716,0.04881,1910.2668,7454.0,7.5303314,1.65,1.64,-0.018,0,1.9682506e-05,9.742344e-06,9.940162e-06
KELT-9 b,915.34465,21.19811,1.4811235,0.03462,3701.0972,10170.0,53.382199,2.36,2.52,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
HATS-31 b,279.68864,18.3844,3.37796,0.049097507,1662.2025,6050.0,4.1975256,1.87,1.27,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-863 b,8.7701168,2.90339,15.594619,0.12048042,702.77454,5678.0,0.8404607,0.95,0.96,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
HATS-39 b,200.23164,17.5997,4.5776348,0.062341397,1497.0899,6572.0,4.3864067,1.62,1.38,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-37 d,7.9252992,2.73524,14.09189,0.1103,662.33363,5413.0,0.55574889,0.85,0.9,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
HAT-P-55 b,184.9759,13.25022,3.5852467,0.046484769,1197.5938,5808.0,1.0400107,1.01,1.01,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
HAT-P-70 b,2154.8739,20.9627,2.7443245,0.04739,2333.3877,8450.0,15.803067,1.86,1.89,-0.059,0,1.9682506e-05,9.742344e-06,9.940162e-06
HAT-P-8 b,406.81984,15.694,3.07634,0.044819501,1617.4285,6200.0,3.2632828,1.57,1.27,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-410 A b,8.4279728,2.83613,17.833648,0.12437157,915.84808,6273.0,2.5284673,1.35,1.21,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-836 b,7.9252992,2.73524,11.361123,0.099862588,838.52524,5895.0,1.1702821,1.04,1.03,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-623 b,9.3527288,3.01549,9.0709773,0.082166184,776.17218,5443.0,0.5816194,0.86,0.9,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1099 b,8.3714933,2.82492,2.1684526,0.032888946,1418.6713,5837.0,1.0400337,1.0,1.01,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1001 b,10.072062,3.15001,14.30512,0.11132296,680.48332,5491.0,0.63075364,0.88,0.9,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-990 b,7.2749643,2.60072,9.9172343,0.091797962,899.25609,5948.0,1.3080369,1.08,1.05,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-608 b,12.893769,3.64325,6.412515,0.067534935,992.05671,5820.0,1.0486325,1.01,1.0,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1230 b,7.8153238,2.71282,9.9566154,0.09233209,898.61101,5961.0,1.3195099,1.08,1.06,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1057 b,11.255403,3.363,14.088274,0.11673722,810.0615,5987.0,1.3928715,1.1,1.07,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-980 b,7.5972714,2.66798,11.551025,0.10162167,844.88491,5935.0,1.2490599,1.06,1.05,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
HD 209458 b,232.01444,15.5819,3.5247486,0.04855456,1329.1198,6091.0,1.7463728,1.19,1.23,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-963 b,7.5431552,2.65677,9.9768371,0.08787229,757.39582,5461.0,0.60313684,0.87,0.91,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-92 b,255.85154,16.37781,2.1746742,0.0348,1717.6691,6280.0,2.5022853,1.34,1.19,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-694 b,8.2590046,2.8025,6.3658416,0.066527931,949.40545,5700.0,0.85356241,0.95,0.97,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-702 b,61.797947,9.16978,10.526294,0.090734837,735.35732,5419.0,0.57142884,0.86,0.9,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-3 b,772.32205,15.9182,1.84683,0.034591216,1820.1005,6400.0,3.1169765,1.44,1.62,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-487 b,89.738525,11.42299,15.358768,0.11715503,657.65185,5444.0,0.60943369,0.88,0.91,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-22 b,212.94476,13.7883,3.53269,0.05149729,1297.8352,6000.0,1.7854061,1.24,1.46,-0.05,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-673 b,34.773994,6.53543,3.7287311,0.045086288,1018.8118,5355.0,0.51985846,0.84,0.88,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-37 c,7.9805236,2.74645,6.42904,0.0654,860.15296,5413.0,0.55574889,0.85,0.9,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-840 b,1000.0,17.07283,2.4957796,0.036474679,1406.6821,5920.0,1.2364803,1.06,1.04,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoT-17 b,772.32205,11.4342,3.7681,0.0461,1485.8572,5740.0,2.4588411,1.59,1.04,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoT-19 b,352.78908,14.4609,3.89713,0.051857213,1514.7866,6090.0,3.3552563,1.65,1.21,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1642 c,7.5431552,2.65677,6.6513802,0.066314978,840.06013,5355.0,0.51985846,0.84,0.88,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1642 b,10.316689,3.19485,12.205751,0.099398568,686.16115,5355.0,0.51985846,0.84,0.88,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-237 b,392.83541,18.40682,2.1805577,0.0353,1680.8459,6099.0,2.3609204,1.38,1.23,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-498 b,9.4118347,3.0267,9.6137536,0.087871271,836.84238,5744.0,0.89885334,0.96,0.98,-0.04,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-1639 b,7.1688075,2.5783,9.878482,0.093549695,962.74662,6150.0,1.7846503,1.18,1.12,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-16 b,394.10672,13.6762,3.1186,0.050616176,1192.3388,5700.0,1.2291299,1.14,1.78,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-433 b,896.27497,16.2545,5.3340838,0.068380766,1615.8746,6360.0,7.4874509,2.26,1.46,-0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
Qatar-3 b,1369.8387,12.28616,2.5079204,0.03783,1534.1167,6007.0,1.881597,1.27,1.15,-0.041,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-8 b,187.51852,15.87336,3.5224991,0.0474,1535.403,6213.0,2.9639208,1.49,1.21,-0.055,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-25 c,15.223961,5.21265,12.7207,0.11299016,941.02891,6270.0,2.3763007,1.31,1.19,-0.04,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-25 b,8.7402701,2.74645,6.238297,0.070264787,1193.3067,6270.0,2.3763007,1.31,1.19,-0.04,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-20 b,98.844509,16.38902,4.8996284,0.06,1260.1879,5940.0,2.1550831,1.39,1.2,-0.008,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-190 b,317.828,12.8915,5.367753,0.0663,1385.7991,6400.0,3.8481191,1.6,1.35,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-193 b,14.764686,3.94592,14.786889,0.1184,737.65505,5817.0,0.9852287,0.98,1.01,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-14 b,2809.5995,15.4698,2.24375,0.039544511,1700.7289,6475.0,3.0867667,1.4,1.62,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoT-21 b,718.29129,14.573,2.72474,0.0417,1868.7794,6200.0,5.0341323,1.95,1.29,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-253 b,106.95893,12.6673,4.00167,0.0506,1238.6236,6027.0,1.4304701,1.1,1.08,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoT-13 b,415.71903,9.92085,4.03519,0.051,1166.1235,5945.0,1.1416654,1.01,1.09,0.01,0,1.9682506e-05,9.742344e-06,9.940162e-06
CoRoT-11 b,740.53925,16.0303,2.99433,0.0436,1591.1824,6440.0,2.8924992,1.37,1.27,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
K2-278 b,9.1763296,2.98186,3.334966,0.0488,1708.1689,6747.0,4.8126385,1.61,1.4,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-501 b,17.115175,4.30464,5.6406776,0.062614677,1060.5765,5904.0,1.1774452,1.04,1.03,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-698 b,13.09649,3.67688,16.329762,0.12336882,671.81968,5612.0,0.73593944,0.91,0.94,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-24 b,394.10672,15.4698,2.34121,0.03886707,1618.5146,6075.0,2.4606535,1.42,1.43,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-719 b,54.544006,8.5196,5.0073178,0.057076595,1055.1239,5777.0,0.95840764,0.98,0.99,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
HATS-66 b,1694.0233,15.81731,3.1414391,0.047236543,1824.1952,6626.0,5.8469586,1.84,1.41,-0.017,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-729 b,12.492237,3.57599,3.1663537,0.041329338,1165.06,5633.0,0.74701692,0.91,0.94,-0.05,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-728 b,11.128304,3.34058,5.7434773,0.061688001,968.66728,5660.0,0.79528038,0.93,0.95,-0.03,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-724 b,10.875888,3.29574,3.3149463,0.041999236,1084.4385,5437.0,0.57905909,0.86,0.9,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-124 b,190.6968,13.9004,3.37265,0.044906488,1270.9882,6050.0,1.2488506,1.02,1.07,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
WASP-38 b,1093.3283,13.7883,6.87188,0.085426553,1149.2226,6180.0,3.0194631,1.52,1.76,-0.02,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-720 b,53.331127,8.4075,4.7083265,0.054033339,1021.7904,5618.0,0.7554248,0.92,0.95,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-723 b,100.29727,12.19648,4.0822751,0.048607916,1044.696,5539.0,0.66802716,0.89,0.92,0.0,0,1.9682506e-05,9.742344e-06,9.940162e-06
Kepler-222 d,13.164352,3.68809,28.081912,0.18,526.47791,5433.0,0.59086188,0.87,,,0,1.9660041e-05,8.221515e-06,1.1438526e-05
HD 99492 b,22.24796,5.0237627,17.0431,0.12375,555.95076,4815.0,0.33176456,0.83,0.48,0.24,0,1.9658943e-05,1.1812513e-05,7.846431e-06
HD 192263 b,177.98368,14.122361,24.3556,0.1501875,487.07938,4976.0,0.30079705,0.74,0.66,0.03,0,1.9626612e-05,9.540281e-06,1.0086332e-05
HD 9446 b,222.4796,13.984382,30.052,0.19278,585.85778,5793.0,1.0090269,1.0,1.0,0.09,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-576 b,10.750574,3.27332,29.911368,0.18790809,568.02365,5672.0,0.87252324,0.97,0.99,0.09,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-450 b,31.304325,6.14308,28.454851,0.20159444,,,,1.57,1.35,,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-483 b,10.378222,3.20606,30.229104,0.2061562,746.92604,6346.0,3.1399562,1.47,1.28,0.09,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-1202 b,8.9432821,2.93702,28.685132,0.18516542,609.42494,5834.0,1.1225896,1.04,1.03,0.06,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-1183 b,8.3714933,2.82492,28.505719,0.18258464,591.7004,5765.0,0.96996549,0.99,1.0,0.04,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-146 b,13.300508,3.71051,31.158799,0.2,644.86042,5948.0,1.6418869,1.21,,,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-127 c,7.5431552,2.65677,29.393195,0.2,701.82418,6106.0,2.3035289,1.36,,,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-150 e,9.8901768,3.11638,30.826557,0.189,546.54369,5560.0,0.75656025,0.94,,,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-1405 b,14.835971,3.95713,28.227418,0.18436852,629.1496,5925.0,1.2641821,1.07,1.05,0.03,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-302 b,15.483866,4.05802,30.184104,0.193,636.10707,5740.0,1.4476243,1.22,,,0,1.9605155e-05,7.831062e-06,1.1774094e-05
HD 109271 c,24.154928,5.2730951,30.93,0.198205,637.05228,5783.0,1.5103949,,1.05,0.1,0,1.9605155e-05,7.831062e-06,1.1774094e-05
Kepler-277 c,64.201257,3.363,33.006,,,5946.0,3.0489911,1.65,,,0,1.960455e-05,7.831062e-06,1.1773487e-05
Kepler-276 c,16.527056,2.90339,31.884,,,6105.0,1.3721763,1.05,,,0,1.960455e-05,7.831062e-06,1.1773487e-05
Kepler-279 c,49.26334,4.30464,35.736,,,6363.0,4.4979274,1.75,,,0,1.960455e-05,7.831062e-06,1.1773487e-05
Qatar-2 b,792.66304,14.05734,1.3371165,0.02153,1232.333,4645.0,0.25375857,0.78,0.74,0.02,0,1.9400064e-05,1.10675655e-05,8.3324985e-06
Kepler-1520 b,28.171452,5.77315,0.65355357,0.013447293,1497.9461,4677.0,0.21610998,0.71,0.76,0.04,0,1.9400064e-05,1.10675655e-05,8.3324985e-06
Kepler-742 b,10.563725,3.23969,8.3608682,0.073555475,635.6878,4642.0,0.20971326,0.71,0.76,0.07,0,1.9400064e-05,1.10675655e-05,8.3324985e-06
HD 168443 b,2434.2447,12.587052,58.11247,0.33408434,539.02688,5491.0,1.8571557,1.51,0.99,0.04,0,1.9280575e-05,8.994333e-06,1.0286242e-05
Kepler-20 d,10.068791,2.74645,77.6113,0.3506,400.78774,5495.0,0.75283864,0.96,0.95,0.07,0,1.9280575e-05,8.994333e-06,1.0286242e-05
HIP 65407 c,249.17715,13.914824,67.3,0.3182752,412.13973,5460.0,0.68634419,,0.93,0.25,0,1.9280575e-05,8.994333e-06,1.0286242e-05
Kepler-368 c,14.339947,3.87866,72.379334,0.36,574.46304,5502.0,3.3502231,2.02,,,0,1.9280575e-05,8.994333e-06,1.0286242e-05
Kepler-82 f,20.900369,4.8422351,75.732,0.33950033,,,,0.9,0.91,,0,1.924127e-05,8.975998e-06,1.0265271e-05
Kepler-297 c,34.773994,6.53543,74.920137,0.336,409.82682,5619.0,0.75596281,0.92,,,0,1.924127e-05,8.975998e-06,1.0265271e-05
Kepler-368 b,10.688141,3.26211,26.84768,0.186,799.20257,5502.0,3.3502231,2.02,,,0,1.9207117e-05,8.03211e-06,1.1175007e-05
HIP 65407 b,136.03039,14.29039,28.125,0.1787346,550.50207,5460.0,0.68634419,,0.93,0.25,0,1.9207117e-05,8.03211e-06,1.1175007e-05
K2-136 c,8.8276834,2.9146,17.307137,0.11941476,467.6731,4499.0,0.15989706,0.66,0.74,0.15,0,1.917396e-05,1.0841461e-05,8.3325e-06
WASP-10 b,1001.1582,12.1068,3.0927616,0.03781,886.63397,4675.0,0.20970616,0.7,0.75,,0,1.917396e-05,1.0841461e-05,8.3325e-06
Kepler-28 b,479.92028,3.59841,5.9123,0.062,679.80277,4590.0,0.19486573,0.7,0.75,0.34,0,1.917396e-05,1.0841461e-05,8.3325e-06
Kepler-28 c,432.24608,3.39663,8.9858,0.081,594.75249,4590.0,0.19486573,0.7,0.75,0.34,0,1.917396e-05,1.0841461e-05,8.3325e-06
Qatar-9 b,378.21532,11.31089,1.540731,0.0234,1038.8065,4309.0,0.15135288,0.7,0.72,0.252,0,1.917396e-05,1.0841461e-05,8.3325e-06
K2-295 b,106.47238,10.05537,4.024867,0.0451,771.70599,4444.0,0.17123042,0.7,0.74,0.14,0,1.917396e-05,1.0841461e-05,8.3325e-06
HAT-P-20 b,2302.9817,9.71907,2.875317,0.036104061,885.45688,4595.0,0.19016426,0.69,0.76,0.35,0,1.917396e-05,1.0841461e-05,8.3325e-06
NGTS-5 b,72.782613,12.73456,3.3569866,0.0382,967.47693,4987.0,0.30346566,0.74,0.66,0.12,0,1.9053385e-05,1.1043351e-05,8.0100335e-06
Kepler-82 b,12.150565,4.06923,26.44,0.16830092,,,,0.9,0.91,,0,1.8994246e-05,8.015735e-06,1.09785105e-05
Kepler-278 b,15.556556,4.06923,30.160546,0.207,829.07369,4991.0,4.8054447,2.94,,,0,1.8972816e-05,7.578485e-06,1.1394331e-05
HIP 54373 c,12.439788,3.5671391,15.144,0.10098,,4021.0,,,0.57,,0,1.8919307e-05,1.1368085e-05,7.5512216e-06
HIP 54373 b,8.6194954,2.8739157,7.76,0.06426,,4021.0,,,0.57,,0,1.8919307e-05,1.1368085e-05,7.5512216e-06
HD 63454 b,79.457001,10.632932,2.81805,0.04,930.5893,4812.0,0.28482137,0.77,0.42,0.1,0,1.8889792e-05,1.1043354e-05,7.846438e-06
