name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,detection_type,star_name,star_mass,star_radius,star_teff,star_metallicity,star_distance,star_sp_type,discovered,updated,publication
Kepler-1610 c,Confirmed,0.37,0.1865,44.98529816,0.2323,0.0,Primary Transit,Kepler-1610,0.91,0.87,5383.0,0.1,1063.0,Unknown,2023,2024-06-09,Published in a refereed paper
Kepler-1611 Ab,Confirmed,0.37,0.072,5.1762429,0.102,0.062,Primary Transit,Kepler-1611 A,0.94,0.93,5605.0,0.01,686.0,G4V,2016,2025-02-26,Announced on a website
Kepler-1612 b,Confirmed,0.37,0.092,3.91795101,0.102,0.062,Primary Transit,Kepler-1612,0.96,0.94,5643.0,0.03,837.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1613 b,Confirmed,0.37,0.186,1.5184299,0.102,0.062,Primary Transit,Kepler-1613,1.08,1.12,6005.0,0.01,855.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1614 b,Confirmed,0.37,0.133,3.9466141,0.102,0.062,Primary Transit,Kepler-1614,0.79,0.76,5121.0,-0.17,982.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1615 b,Confirmed,0.37,0.184,47.3126192,0.102,0.062,Primary Transit,Kepler-1615,1.01,1.622,5670.0,0.34,1393.83,G2IV,2016,2024-07-29,Announced on a website
Kepler-1616 b,Confirmed,0.37,0.091,6.76284377,0.102,0.062,Primary Transit,Kepler-1616,1.21,1.34,6266.0,0.02,862.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1617 b,Confirmed,0.37,0.107,27.4785572,0.102,0.062,Primary Transit,Kepler-1617,1.15,1.22,6167.0,0.01,813.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1618 b,Confirmed,0.37,0.112,6.10826019,0.102,0.062,Primary Transit,Kepler-1618,1.41,1.65,6620.0,0.04,1238.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1619 b,Confirmed,0.37,0.068,23.6225913,0.102,0.062,Primary Transit,Kepler-1619,1.0,1.0,5852.0,-0.07,520.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-161 b,Confirmed,0.37,0.189,4.921355,0.054,0.062,Primary Transit,Kepler-161,0.827,0.7993,4992.0,0.1,434.632,K1V,2014,2021-02-05,Announced on a website
Kepler-161 c,Confirmed,0.37,0.183,7.06424,0.068,0.062,Primary Transit,Kepler-161,0.827,0.7993,4992.0,0.1,434.632,K1V,2014,2021-02-05,Announced on a website
Kepler-1620 Ab,Confirmed,0.37,0.144,101.951829,0.102,0.062,Primary Transit,Kepler-1620 A,1.15,1.23,6157.0,0.03,773.0,F8V,2016,2025-03-01,Announced on a website
Kepler-1621 b,Confirmed,0.37,0.193,92.263714,0.102,0.062,Primary Transit,Kepler-1621,1.15,1.24,6158.0,0.03,1461.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1622 b,Confirmed,0.37,0.131,10.8118737,0.102,0.062,Primary Transit,Kepler-1622,1.31,1.5,6436.0,0.04,927.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1623 b,Confirmed,0.37,0.117,4.36128348,0.102,0.062,Primary Transit,Kepler-1623,1.0,1.0,5772.0,0.04,986.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1624 b,Confirmed,0.37,0.509,3.29030452,0.102,0.062,Primary Transit,Kepler-1624,0.5,0.47,3636.0,0.06,199.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1625 b,Confirmed,9.885799999999952,0.541,287.378949,0.102,0.062,Primary Transit,Kepler-1625,0.96,0.94,5677.0,0.01,1213.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1626 b,Confirmed,0.37,0.18,4.13962966,0.102,0.062,Primary Transit,Kepler-1626,1.51,1.85,6826.0,0.04,1718.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1627 Ab,Confirmed,0.37,0.329,7.20283653,0.102,0.062,Primary Transit,Kepler-1627 A,0.87,0.84,5445.0,-0.1,311.0,G6V,2016,2025-03-01,Announced on a website
Kepler-1628 Ab,Confirmed,0.37,0.574,76.378033,0.102,0.062,Primary Transit,Kepler-1628 A,0.587,0.584,3869.0,0.21,418.24,M1V,2016,2025-02-26,Announced on a website
Kepler-1629 b,Confirmed,0.37,0.069,3.87595807,0.102,0.062,Primary Transit,Kepler-1629,1.01,1.01,5776.0,0.05,390.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-162 b,Confirmed,0.37,0.112,6.919798,0.069,0.062,Primary Transit,Kepler-162,1.03,1.208,5743.0,0.03,855.641,G2V,2014,2021-02-05,Announced on a website
Kepler-162 c,Confirmed,0.37,0.27,19.446355,0.137,0.062,Primary Transit,Kepler-162,1.03,1.208,5743.0,0.03,855.641,G2V,2014,2021-02-05,Announced on a website
Kepler-1630 b,Confirmed,0.37,0.195,509.997402,0.102,0.062,Primary Transit,Kepler-1630,0.66,0.63,4736.0,-0.46,278.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1631 b,Confirmed,0.37,0.12,4.09513932,0.102,0.062,Primary Transit,Kepler-1631,0.97,0.95,5679.0,0.04,1190.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1632 b,Confirmed,0.37,0.22,448.303558,0.102,0.062,Primary Transit,Kepler-1632,1.12,1.19,6137.0,0.0,584.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1633 b,Confirmed,0.37,0.141,186.404271,0.102,0.062,Primary Transit,Kepler-1633,1.2,1.32,6256.0,0.02,811.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1634 b,Confirmed,0.37,0.285,374.876239,0.102,0.062,Primary Transit,Kepler-1634,0.92,0.89,5474.0,0.02,654.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1635 b,Confirmed,0.37,0.325,469.63111,0.102,0.062,Primary Transit,Kepler-1635,0.89,0.85,5347.0,0.06,1084.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1636 b,Confirmed,0.37,0.288,425.47785,0.102,0.062,Primary Transit,Kepler-1636,1.01,1.02,5797.0,0.03,1567.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1637 b,Confirmed,0.37,0.079,6.10960324,0.102,0.062,Primary Transit,Kepler-1637,1.02,1.02,5789.0,0.07,506.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1638 b,Confirmed,0.37,0.167,259.33683,0.102,0.062,Primary Transit,Kepler-1638,0.97,0.95,5710.0,-0.01,879.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1639 b,Confirmed,0.37,0.23,9.878482,0.102,0.062,Primary Transit,Kepler-1639,1.12,1.18,6150.0,-0.03,1168.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-163 b,Confirmed,0.37,0.094,7.810937,0.078,0.062,Primary Transit,Kepler-163,0.94,0.97,5410.9,0.141,689.814,G6V,2014,2021-02-05,Announced on a website
Kepler-163 c,Confirmed,0.37,0.202,21.347262,0.152,0.062,Primary Transit,Kepler-163,0.94,0.97,5410.9,0.141,689.814,G6V,2014,2021-02-05,Announced on a website
Kepler-1640 b,Confirmed,0.37,0.43,7.5844126,0.102,0.062,Primary Transit,Kepler-1640,1.27,1.43,6324.0,0.1,1379.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1641 b,Confirmed,0.37,0.277,19.672266,0.102,0.062,Primary Transit,Kepler-1641,1.12,1.19,6152.0,-0.02,961.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1641 c,Confirmed,0.37,0.263,32.657212,0.102,0.062,Primary Transit,Kepler-1641,1.12,1.19,6152.0,-0.02,961.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1642 b,Confirmed,0.37,0.285,12.2057513,0.102,0.062,Primary Transit,Kepler-1642,0.88,0.84,5355.0,-0.01,447.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1642 c,Confirmed,0.37,0.237,6.6513802,0.102,0.062,Primary Transit,Kepler-1642,0.88,0.84,5355.0,-0.01,447.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1643 b,Confirmed,0.37,0.205,5.34264507,0.102,0.062,Primary Transit,Kepler-1643,0.92,0.88,5508.0,-0.01,414.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1644 Ab,Confirmed,0.37,0.168,21.0907758,0.102,0.062,Primary Transit,Kepler-1644 A,0.89,0.86,5499.0,-0.1,592.0,G5V,2016,2025-03-01,Announced on a website
Kepler-1645 b,Confirmed,0.37,0.159,16.1779561,0.102,0.062,Primary Transit,Kepler-1645,1.02,1.02,5812.0,0.04,844.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1646 b,Confirmed,0.37,0.11,4.48558383,0.102,0.062,Primary Transit,Kepler-1646,0.24,0.26,3299.0,0.04,81.0,Unknown,2016,2021-02-05,Announced on a website
Kepler-1647 (AB)b,Confirmed,1.52,1.06,1107.5923,2.7205,0.0581,Primary Transit,Kepler-1647 (AB),2.1885,1.79,6210.0,-0.134,1212.45,F8IV+G2V,2015,2024-07-29,Published in a refereed paper
Kepler-1649 Ab,Confirmed,0.37,0.091,8.689099,0.0514,0.062,Primary Transit,Kepler-1649 A,0.2,0.23,3240.0,-0.15,92.43,M5V,2017,2025-02-26,Published in a refereed paper
Kepler-1649 Ac,Confirmed,0.37,0.095,19.53527,0.102,0.062,Primary Transit,Kepler-1649 A,0.2,0.23,3240.0,-0.15,92.43,M5V,2020,2025-02-26,Published in a refereed paper
Kepler-164 b,Confirmed,0.37,0.126,5.03503,0.058,0.062,Primary Transit,Kepler-164,1.11,1.15,5888.0,-0.125,914.18,Unknown,2014,2021-02-05,Announced on a website
Kepler-164 c,Confirmed,0.37,0.244,10.945723,0.097,0.062,Primary Transit,Kepler-164,1.11,1.15,5888.0,-0.125,914.18,Unknown,2014,2021-02-05,Announced on a website
Kepler-164 d,Confirmed,0.37,0.219,28.986769,0.187,0.062,Primary Transit,Kepler-164,1.11,1.15,5888.0,-0.125,914.18,Unknown,2014,2021-02-05,Announced on a website
Kepler-1650 b,Confirmed,0.37,0.086,1.53818001,0.0163,0.01,Primary Transit,Kepler-1650,0.33,0.33,3410.0,-0.11,120.5,Unknown,2017,2021-02-05,Announced on a website
Kepler-1651 Ab,Confirmed,0.37,0.164,9.87863917,0.0619,0.13,Primary Transit,Kepler-1651 A,0.57,0.46,3759.27,-0.0214,66.4074,M2V,2017,2024-07-29,Published in a refereed paper
Kepler-1652 b,Confirmed,0.37,0.143,38.09722,0.1654,0.062,Primary Transit,Kepler-1652,0.4,0.38,3638.0,-0.3,252.0,M2V,2017,2021-02-05,Published in a refereed paper
Kepler-1653 Ab,Confirmed,0.37,0.194,140.2524,0.4706,0.062,Primary Transit,Kepler-1653,0.72,0.69,4807.0,-0.18,755.0,Unknown,2017,2025-03-12,Published in a refereed paper
Kepler-1654 b,Confirmed,0.5,0.819,1047.8356,2.026,0.26,Primary Transit,Kepler-1654,1.01,1.18,5597.0,-0.088,577.6,G5 V,2018,2021-02-05,Published in a refereed paper
Kepler-1655 b,Confirmed,0.01573,0.197,11.8728787,0.103,0.0,Primary Transit,Kepler-1655,1.03,1.03,6148.0,-0.24,214.58,G0 V,2018,2021-02-05,Published in a refereed paper
Kepler-1656 b,Confirmed,0.1504,0.448,31.562,0.1974,0.838,Primary Transit,Kepler-1656,1.03,1.1,5731.0,0.19,186.88,Unknown,2018,2024-08-01,Published in a refereed paper
Kepler-1656 c,Confirmed,0.3977,0.219,1919.0,3.053,0.527,Radial Velocity,Kepler-1656,1.03,1.1,5731.0,0.19,186.88,Unknown,2022,2022-04-04,Published in a refereed paper
Kepler-1657 b,Confirmed,1.93,0.99,141.241671,0.534,0.496,Primary Transit,Kepler-1657,1.01,0.96,5830.0,0.16,946.59,G2V,2018,2024-05-29,Published in a refereed paper
Kepler-1658 b,Confirmed,5.88,1.07,3.84937278,0.0544,0.0628,Primary Transit,Kepler-1658,1.45,2.89,6216.0,-0.18,806.07,Unknown,2019,2022-12-20,Published in a refereed paper
Kepler-1659 b,Confirmed,0.02832,0.17,13.6088,0.112293,0.0114,Primary Transit,Kepler-1659,1.02,0.97,5370.0,0.052,1168.99,G7V,2019,2024-05-29,Published in a refereed paper
Kepler-1659 c,Confirmed,0.01447,0.17,20.4415,0.14728,0.014,Primary Transit,Kepler-1659,1.02,0.97,5370.0,0.052,1168.99,G7V,2019,2024-05-29,Published in a refereed paper
Kepler-165 b,Confirmed,0.37,0.207,8.180848,0.072,0.062,Primary Transit,Kepler-165,0.87,0.7278,5155.0,-0.12,560.885,G9/K0V,2014,2021-02-05,Announced on a website
Kepler-165 c,Confirmed,0.37,0.199,15.31299,0.11,0.062,Primary Transit,Kepler-165,0.87,0.7278,5155.0,-0.12,560.885,G9/K0V,2014,2021-02-05,Announced on a website
Kepler-1660 (AB)b,Confirmed,4.89,0.219,239.48,1.0,0.055,Timing,Kepler-1660 (AB),1.24,1.881,6305.24,-0.36,1188.54,F7IV+G0IV-V,2014,2024-08-12,Published in a refereed paper
Kepler-1661 (AB)b,Confirmed,0.053,0.219,175.06,0.102,0.06,Primary Transit,Kepler-1661 (AB),1.1,0.96,5540.0,,415.5,Unknown,2019,2024-08-12,Published in a refereed paper
Kepler-1662 b,Confirmed,0.2234,0.7904,134.4786723,0.5187,0.062,Primary Transit,Kepler-1662,1.08,1.14,5922.0,0.11,887.81,Unknown,2017,2024-05-28,Published in a refereed paper
Kepler-1662 c,Confirmed,0.0472,0.4853,284.060953,0.8539,0.062,TTV,Kepler-1662,1.08,1.14,5922.0,0.11,887.81,Unknown,2017,2024-05-28,Published in a refereed paper
